"Region","P-Code","Sector","Activity Type","Organisation","Activity","Start Date","End Date"
"Kerouane","GIN004002","Communications","Comites de veille","UNFPA","11
CR Sibilibaro (4)
CR Banakoro (2)
CU (1)
CR Komodou (1)
CR Damoro(3)

35 Formateurs/superviseurs",,11/17/2014
"Kindia","GIN005004","Communications","Comites de veille","UNICEF","(CU+9CR)",,
"Kissidougou","GIN003004","Communications","Comites de veille","UNICEF","(CU+14CR)",,
"Koubia","GIN006001","Communications","Comites de veille",,,,
"Koundara","GIN001005","Communications","Comites de veille",,,,
"Kouroussa","GIN004003","Communications","Comites de veille","USAID/Save the Children","90 CV",,2015-01-31
"Kouroussa","GIN004003","Communications","Comites de veille","UNICEF","(CU+ 11 CR)",,
"Kouroussa","GIN004003","Communications","Comites de veille","UNFPA:","13 comités
4 CU+CR : (Sanguiana : 4)
CR Banféré (2) 
CR Kiniero (2)
CR Baro(1) 

35 Formateurs/superviseurs",,2014-12-18
"Labe","GIN006002","Communications","Comites de veille",,,,
"Lelouma","GIN006003","Communications","Comites de veille",,,,
"Lola","GIN008002","Communications","Comites de veille","Save the Children","(40 CV)",,2015-01-31
"Lola","GIN008002","Communications","Comites de veille","UNICEF","(CU+ 8 CR)",,
"Lola","GIN008002","Communications","Comites de veille","UNFPA","(4 CR)",,2014-12-01
"Lola","GIN008002","Communications","Comites de veille","PNUD","(2 CR + 2 CU)",,2014-12-31
"Macenta","GIN008003","Communications","Comites de veille","PNUD",,,2014-12-31
"Macenta","GIN008003","Communications","Comites de veille","UNICEF","(CU+14CR)",,
"Macenta","GIN008003","Communications","Comites de veille","UNFPA","40
- CR Nzegbela: (10)
- CR Seredou (10)
- CR Bofossou (10)
- CR  Kouankan (10)
- NB. 20 superviseurs formés",,2014-11-17
"Mali","GIN006004","Communications","Comites de veille",,,,
"Mamou","GIN007002","Communications","Comites de veille","UNICEF","(CU+13CR)",,
"Mandiana","GIN004004","Communications","Comites de veille","UNICEF","(CU+12CR)",,
"Nzérékoré","GIN008004","Communications","Comites de veille","UNICEF","(CU+10CR)",,
"Nzérékoré","GIN008004","Communications","Comites de veille","UNFPA","(2 CR)",,2014-11-17
"Nzérékoré","GIN008004","Communications","Comites de veille","PNUD"," (7 CR+CU)",,2014-11-29
"Pita","GIN007003","Communications","Comites de veille","UNICEF","(CU+12CR)",,
"Siguiri","GIN004005","Communications","Comites de veille","UNICEF","(CU+ 12 CR)",,
"Siguiri","GIN004005","Communications","Comites de veille","UNFPA","20
- Koulé (10)
- Samoé (10)
 
NB 10 superviseurs formés",,2014-12-18
"Siguiri","GIN004005","Communications","Comites de veille","Save the Children ","80 CV",,2014-12-31
"Telemele","GIN005005","Communications","Comites de veille","UNICEF","(CU+13 CR)",,
"Tougue","GIN006005","Communications","Comites de veille"," "," ",,
"Yomou","GIN008005","Communications","Comites de veille","UNICEF","(CU+6CR)",,
"Yomou","GIN008005","Communications","Comites de veille","UNFPA ","(4CR)",,2014-12-01
"National",,"Communications","Etablissements scolaires","UNICEF",,,
"National",,"Communications","Etablissements scolaires"," Plan International",,,
"Beyla","GIN008001","Communications","Etablissements scolaires","UNICEF",,,
"Beyla","GIN008001","Communications","Etablissements scolaires"," Plan International",,,
"Boffa","GIN001001","Communications","Etablissements scolaires","UNICEF",,,
"Boffa","GIN001001","Communications","Etablissements scolaires"," Plan International",,,
"Boké","GIN001002","Communications","Etablissements scolaires","UNICEF",,,
"Boké","GIN001002","Communications","Etablissements scolaires"," Plan International",,,
"Conakry","GIN002001","Communications","Etablissements scolaires","UNICEF",,,
"Conakry","GIN002001","Communications","Etablissements scolaires"," Plan International",,,
"Coyah","GIN005001","Communications","Etablissements scolaires","UNICEF",,,
"Coyah","GIN005001","Communications","Etablissements scolaires"," Plan International",,,
"Dabola","GIN003001","Communications","Etablissements scolaires","UNICEF",,,
"Dabola","GIN003001","Communications","Etablissements scolaires"," Plan International",,,
"Dalaba","GIN007001","Communications","Etablissements scolaires","UNICEF",,,
"Dalaba","GIN007001","Communications","Etablissements scolaires"," Plan International",,,
"Dinguiraye","GIN003002","Communications","Etablissements scolaires","UNICEF",,,
"Dinguiraye","GIN003002","Communications","Etablissements scolaires"," Plan International",,,
"Dubreka","GIN005002","Communications","Etablissements scolaires","UNICEF",,,
"Dubreka","GIN005002","Communications","Etablissements scolaires"," Plan International",,,
"Faranah","GIN003003","Communications","Etablissements scolaires","UNICEF",,,
"Faranah","GIN003003","Communications","Etablissements scolaires"," Plan International",,,
"Forecariah","GIN005003","Communications","Etablissements scolaires","UNICEF",,,
"Forecariah","GIN005003","Communications","Etablissements scolaires"," Plan International",,,
"Fria","GIN001003","Communications","Etablissements scolaires","UNICEF",,,
"Fria","GIN001003","Communications","Etablissements scolaires"," Plan International",,,
"Gaoual","GIN001004","Communications","Etablissements scolaires","UNICEF",,,
"Gaoual","GIN001004","Communications","Etablissements scolaires"," Plan International",,,
"Guéckédou","GIN008006","Communications","Etablissements scolaires","UNICEF",,,
"Guéckédou","GIN008006","Communications","Etablissements scolaires"," Plan International",,,
"Kankan","GIN004001","Communications","Etablissements scolaires","UNICEF",,,
"Kankan","GIN004001","Communications","Etablissements scolaires"," Plan International",,,
"Kerouane","GIN004002","Communications","Etablissements scolaires","UNICEF",,,
"Kerouane","GIN004002","Communications","Etablissements scolaires","Plan International",,,
"Kindia","GIN005004","Communications","Etablissements scolaires","UNICEF",,,
"Kindia","GIN005004","Communications","Etablissements scolaires","Plan International",,,
"Kissidougou","GIN003004","Communications","Etablissements scolaires","UNICEF",,,
"Kissidougou","GIN003004","Communications","Etablissements scolaires","Plan International",,,
"Koubia","GIN006001","communications","Etablissements scolaires","UNICEF",,,
"Koubia","GIN006001","Communications","Etablissements scolaires","Plan International",,,
"Koundara","GIN001005","Communications","Etablissements scolaires","UNICEF",,,
"Koundara","GIN001005","Communications","Etablissements scolaires","Plan International",,,
"Kouroussa","GIN004003","Communications","Etablissements scolaires","UNICEF",,,
"Kouroussa","GIN004003","Communications","Etablissements scolaires","Plan International",,,
"Labe","GIN006002","Communications","Etablissements scolaires","UNICEF",,,
"Labe","GIN006002","Communications","Etablissements scolaires","Plan International",,,
"Lelouma","GIN006003","Communications","Etablissements scolaires","UNICEF",,,
"Lelouma","GIN006003","Communications","Etablissements scolaires","Plan International",,,
"Lola","GIN008002","Communications","Etablissements scolaires","UNICEF",,,
"Lola","GIN008002","Communications","Etablissements scolaires","Plan International",,,
"Macenta","GIN008003","Communications","Etablissements scolaires","UNICEF",,,
"Macenta","GIN008003","Communications","Etablissements scolaires","Plan International",,,
"Mali","GIN006004","Communications","Etablissements scolaires","UNICEF",,,
"Mali","GIN006004","Communications","Etablissements scolaires","Plan International",,,
"Mamou","GIN007002","Communications","Etablissements scolaires","UNICEF",,,
"Mamou","GIN007002","Communications","Etablissements scolaires","Plan International",,,
"Mandiana","GIN004004","Communications","Etablissements scolaires","UNICEF",,,
"Mandiana","GIN004004","Communications","Etablissements scolaires","Plan International",,,
"Nzérékoré","GIN008004","Communications","Etablissements scolaires","UNICEF",,,
"Nzérékoré","GIN008004","Communications","Etablissements scolaires","Plan International",,,
"Pita","GIN007003","Communications","Etablissements scolaires","UNICEF",,,
"Pita","GIN007003","Communications","Etablissements scolaires","Plan International",,,
"Siguiri","GIN004005","Communications","Etablissements scolaires","UNICEF",,,
"Siguiri","GIN004005","Communications","Etablissements scolaires","Plan International",,,
"Telemele","GIN005005","Communications","Etablissements scolaires","UNICEF",,,
"Telemele","GIN005005","Communications","Etablissements scolaires","Plan International",,,
"Tougue","GIN006005","Communications","Etablissements scolaires","UNICEF",,,
"Tougue","GIN006005","Communications","Etablissements scolaires","Plan International",,,
"Yomou","GIN008005","Communications","Etablissements scolaires","UNICEF",,,
"Yomou","GIN008005","Communications","Etablissements scolaires","Plan International",,,
"Beyla","GIN008001","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Beyla","GIN008001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Beyla","GIN008001","Surveillance & suivi","Agent communautaire","USAID","Formation pour AC",,
"Beyla","GIN008001","Surveillance & suivi","Agent communautaire","Save the Children","Formation pour AC",,
"Boké","GIN001002","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Boké","GIN001002","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Conakry","GIN002001","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Conakry","GIN002001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Coyah","GIN005001","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Coyah","GIN005001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,"en cours"
"Coyah","GIN005001","Surveillance & suivi","Agent communautaire","PLAN","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Dubreka","GIN005002","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Dubreka","GIN005002","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Faranah","GIN003003","Surveillance & suivi","Agent communautaire","UNFPA 28","Formation pour AC",,"en cours"
"Faranah","GIN003003","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Forecariah","GIN005003","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Forecariah","GIN005003","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Forecariah","GIN005003","Surveillance & suivi","Agent communautaire","PLAN","Formation pour AC",,
"Guéckédou","GIN008006","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Guéckédou","GIN008006","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Guéckédou","GIN008006","Surveillance & suivi","Agent communautaire","PLAN","Formation pour AC",,"si besoin, appui possible dès début Décembre"
"Guéckédou","GIN008006","Surveillance & suivi","Agent communautaire","MSF","Formation pour AC",,2014-11-01
"Kankan","GIN004001","Surveillance & suivi","Agent communautaire","UNFPA ","Formation pour AC",,
"Kankan","GIN004001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Kankan","GIN004001","Surveillance & suivi","Agent communautaire","USAID","Formation pour AC",,
"Kankan","GIN004001","Surveillance & suivi","Agent communautaire","save the Children","Formation pour AC",,
"Coyah","GIN005001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Coyah","GIN005001","Surveillance & suivi","Agent communautaire","Plan","Formation pour AC",,
"Coyah","GIN005001","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Coyah","GIN005001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Coyah","GIN005001","Surveillance & suivi","Agent communautaire","Plan","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Dalaba","GIN007001","Surveillance & suivi","Agent communautaire","ACF ","Formation pour AC",,"ACF: appui possible à partir de Janvier si besoin."
"Dubreka","GIN005002","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Dubreka","GIN005002","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Dubreka","GIN005002","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
"Dubreka","GIN005002","Surveillance & suivi","Agent communautaire","CDC","Formation pour AC",,
"Dubreka","GIN005002","Surveillance & suivi","Agent communautaire","OMS","Formation pour AC",,
